Author,Reference,Highlight,Publishing date,Year,Cell,Wafer doping,Wafer type,Wafer initial surface,Resitivity,Thickness,Junction location,Rear texture,Front texture,Protection layer,Texturing process,Protection layer removal,Cleaning,Emitter type,Sheet resistance,Emitter process,BSF Sheet resistance,BSF type,BSF process,Annealing temperature ©,Annealing time (min),Passivation front,Passivation front process,interconnection,Inter-layer,Inter-layer thicknes,Inter-layer process,Inter-layer process temperature,Annealing temperature ©,Annealing time (min),Clean before perovskite,Photolithography,Oxidation time,Oxidation temperature,Surface removal,Surface removal process,Rear passivation,Rear local contact,Rear passivation process,Rear metal,Rear electrode,Rear TCO thickness,Rear metal thickness,Rear metal order,Rear metal process,Annealing temperature,Annealing time,Surface removal,Surface removal process,Perovskite polarity,ETL,HTL,Cell isolation,Substrate area,Cell area,Cell active area,Buffer layer,Front electrode,Front metal,Front TCO,Front TCO thickness,Total front TCO thickness,Front TCO process,Front metal thickness [nm],Grid,Finger width [um],Finger spacing [mm],Front metal process,Scan direction,Bandgap,Voc tandem,Jsc tandem,FF tandem,n tandem,Jsc silicon,Jsc perovskite,Certified,Stability conditions,Stability result,Damp heat,Voc silicon,FF silicon,n silicon,Jsc silicon cell,Obs,
Landgraf et al.,https://advanced.onlinelibrary.wiley.com/doi/full/10.1002/adfm.202508186,Post-dep SAM treatment. Evaporated SAM,23/06/2025,2025,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,Not clear,,,,,,,,,,,,,,Ag,ITO/Ag,195,,,,,,,,p-i-n,,,,,,1,SnO2,,,ITO,25,25,,,,,,,Forward,,,,,26.3,,,No,,,,,,,,,
Wang et al.,https://advanced.onlinelibrary.wiley.com/doi/10.1002/advs.202505288,DPAICz SAM,25/06/2025,2025,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,Not clear,,,,,,,,,,,,,,Not clear,Not clear,Not clear,,,,,,,,p-i-n,,,,,,1.21,SnO2,,,IZO,60,60,,,,,,,Tracking,,,,,32.13,,,No,,,,,,,,,
Wang et al.,https://advanced.onlinelibrary.wiley.com/doi/10.1002/advs.202505288,DPAICz SAM,25/06/2025,2025,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,Not clear,,,,,,,,,,,,,,Not clear,Not clear,Not clear,,,,,,,,p-i-n,,,,,,1.21,SnO2,,,IZO,60,60,,,,,,,Tracking,,,,,32.55,,,No,,,,,,,,,
Wang et al.,https://advanced.onlinelibrary.wiley.com/doi/10.1002/advs.202505288,DPAICz SAM. 2PACz Control,25/06/2025,2025,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,Not clear,,,,,,,,,,,,,,Not clear,Not clear,Not clear,,,,,,,,p-i-n,,,,,,1.21,SnO2,,,IZO,60,60,,,,,,,Tracking,,,,,30.47,,,No,,,,,,,,,
Li et al.,https://advanced.onlinelibrary.wiley.com/doi/full/10.1002/adma.202501961,"2,5-NaDPA additive",25/06/2025,2025,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,Not clear,,,,,,,,,,,,,,Ag,ITO/Ag,80,,,,,,,,p-i-n,,,,,,19.9,SnO2,,,IZO,105,105,,,,,,,Reverse,,,,,28.28,,,No,,,,,,,,,
Li et al.,https://advanced.onlinelibrary.wiley.com/doi/full/10.1002/adma.202501961,"2,5-NaDPA additive",25/06/2025,2025,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,Not clear,,,,,,,,,,,,,,Ag,ITO/Ag,80,,,,,,,,p-i-n,,,,,,19.9,SnO2,,,IZO,105,105,,,,,,,Forward,,,,,27.58,,,No,,,,,,,,,
Li et al.,https://advanced.onlinelibrary.wiley.com/doi/full/10.1002/adma.202501961,"2,5-NaDPA additive",25/06/2025,2025,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,Not clear,,,,,,,,,,,,,,Ag,ITO/Ag,80,,,,,,,,p-i-n,,,,,,19.9,SnO2,,,IZO,105,105,,,,,,,Tracking,,,,,27.37,,,No,,,,,,,,,
Li et al.,https://advanced.onlinelibrary.wiley.com/doi/full/10.1002/adma.202501961,"2,5-NaDPA additive. Control, no additive",25/06/2025,2025,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,Not clear,,,,,,,,,,,,,,Ag,ITO/Ag,80,,,,,,,,p-i-n,,,,,,19.9,SnO2,,,IZO,105,105,,,,,,,Reverse,,,,,26.32,,,No,,,,,,,,,
Li et al.,https://advanced.onlinelibrary.wiley.com/doi/full/10.1002/adma.202501961,"2,5-NaDPA additive. Control, no additive",25/06/2025,2025,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,Not clear,,,,,,,,,,,,,,Ag,ITO/Ag,80,,,,,,,,p-i-n,,,,,,19.9,SnO2,,,IZO,105,105,,,,,,,Forward,,,,,25.5,,,No,,,,,,,,,
Li et al.,https://advanced.onlinelibrary.wiley.com/doi/full/10.1002/adma.202501961,"2,5-NaDPA additive. Control, no additive",25/06/2025,2025,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,Not clear,,,,,,,,,,,,,,Ag,ITO/Ag,80,,,,,,,,p-i-n,,,,,,19.9,SnO2,,,IZO,105,105,,,,,,,Tracking,,,,,25.75,,,No,,,,,,,,,
Li et al.,https://advanced.onlinelibrary.wiley.com/doi/full/10.1002/adma.202501961,"2,5-NaDPA additive",25/06/2025,2025,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,Not clear,,,,,,,,,,,,,,Ag,ITO/Ag,80,,,,,,,,p-i-n,,,,,,19.9,SnO2,,,IZO,105,105,,,,,,,Reverse,,,,,27.81,,,Yes,,,,,,,,,
Li et al.,https://advanced.onlinelibrary.wiley.com/doi/full/10.1002/adma.202501961,"2,5-NaDPA additive",25/06/2025,2025,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,Not clear,,,,,,,,,,,,,,Ag,ITO/Ag,80,,,,,,,,p-i-n,,,,,,19.9,SnO2,,,IZO,105,105,,,,,,,Forward,,,,,27.1,,,Yes,,,,,,,,,
Li et al.,https://advanced.onlinelibrary.wiley.com/doi/full/10.1002/adma.202501961,"2,5-NaDPA additive",25/06/2025,2025,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,Not clear,,,,,,,,,,,,,,Ag,ITO/Ag,80,,,,,,,,p-i-n,,,,,,19.9,SnO2,,,IZO,105,105,,,,,,,Tracking,,,,,27.16,,,Yes,,,,,,,,,
Zhao et al.,https://ieeexplore.ieee.org/document/11052731,"Stability study, encapsulation",26/06/2025,2025,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,IWO,10,,,,,,,,,,,,,,Ag,IWO/Ag,80,,,,,,,,p-i-n,,,,,,1,SnO2,,,IWO,70,70,,,,,,,Reverse,,,,,25.58,,,No,,,,,,,,,
Zhao et al.,https://ieeexplore.ieee.org/document/11052731,"Stability study, encapsulation",26/06/2025,2025,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,IWO,10,,,,,,,,,,,,,,Ag,IWO/Ag,80,,,,,,,,p-i-n,,,,,,1,SnO2,,,IWO,70,70,,,,,,,Forward,,,,,25.4,,,No,,,,,,,,,
Wu et al. ,https://www.science.org/doi/10.1126/science.adv4551,Stable and uniform organic diradical SAMs,26/06/2025,2025,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,not clear,not clear,,,,,,,,,,,,,,Ag,Doped-InOx/Ag,100,,,,,,,,p-i-n,,,,,,1,SnO2,,,IZO,30,30,,,,,,,Forward,,,,,34.2,,,No,,,,,,,,,
Wu et al. ,https://www.science.org/doi/10.1126/science.adv4551,Stable and uniform organic diradical SAMs,26/06/2025,2025,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,not clear,not clear,,,,,,,,,,,,,,Ag,Doped-InOx/Ag,100,,,,,,,,p-i-n,,,,,,1,SnO2,,,IZO,30,30,,,,,,,Reverse,,,,,34.1,,,No,,,,,,,,,
Wu et al. ,https://www.science.org/doi/10.1126/science.adv4551,Stable and uniform organic diradical SAMs,26/06/2025,2025,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,not clear,not clear,,,,,,,,,,,,,,Ag,Doped-InOx/Ag,100,,,,,,,,p-i-n,,,,,,1,SnO2,,,IZO,30,30,,,,,,,Not clear,,,,,34.24,,,Yes,,,,,,,,,
Chen et al.,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202504581,BPT NiOx,30/06/2025,2025,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,Not clear,unclear,,,,,,,,,,,,,,Ag,ITO/MgFx/Ag,80,,,,,,,,p-i-n,,,,,,1.0011,SnO2,,,IZO,80,80,,,,,,,Not clear,,,,,32.1,,,No,,,,,,,,,
Chen et al.,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202504581,BPT NiOx,30/06/2025,2025,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,Not clear,unclear,,,,,,,,,,,,,,Ag,ITO/MgFx/Ag,80,,,,,,,,p-i-n,,,,,,1.0011,SnO2,,,IZO,80,80,,,,,,,Tracking,,,,,32.2,,,No,,,,,,,,,
Chen et al.,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202504581,BPT NiOx,30/06/2025,2025,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,Not clear,unclear,,,,,,,,,,,,,,Ag,ITO/MgFx/Ag,80,,,,,,,,p-i-n,,,,,,1.0075,SnO2,,,IZO,80,80,,,,,,,Reverse,,,,,31.7,,,Yes,,,,,,,,,
Chen et al.,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202504581,BPT NiOx,30/06/2025,2025,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,Not clear,unclear,,,,,,,,,,,,,,Ag,ITO/MgFx/Ag,80,,,,,,,,p-i-n,,,,,,1.0075,SnO2,,,IZO,80,80,,,,,,,Forward,,,,,31.37,,,Yes,,,,,,,,,
Chen et al.,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202504581,"Control, untreated NiOx",30/06/2025,2025,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,Not clear,unclear,,,,,,,,,,,,,,Ag,ITO/MgFx/Ag,80,,,,,,,,p-i-n,,,,,,1.0011,SnO2,,,IZO,80,80,,,,,,,Not clear,,,,,30.3,,,No,,,,,,,,,
Chen et al.,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202504581,"Control, untreated NiOx",30/06/2025,2025,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,Not clear,unclear,,,,,,,,,,,,,,Ag,ITO/MgFx/Ag,80,,,,,,,,p-i-n,,,,,,1.0011,SnO2,,,IZO,80,80,,,,,,,Tracking,,,,,30.06,,,No,,,,,,,,,
Qu et al.,https://www.sciencedirect.com/science/article/pii/S1385894725048028#f0030,Amine salt additive,01/07/2025,2025,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,Not clear,,,,,,,,,,,,,,Not clear,Not clear,Not clear,,,,,,,,p-i-n,,,,,,1.07,SnO2,,,IZO,not clear,not clear,,,,,,,Reverse,,,,,31.2,,,No,,,,,,,,,
Qu et al.,https://www.sciencedirect.com/science/article/pii/S1385894725048028#f0030,Amine salt additive,01/07/2025,2025,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,Not clear,,,,,,,,,,,,,,Not clear,Not clear,Not clear,,,,,,,,p-i-n,,,,,,1.07,SnO2,,,IZO,not clear,not clear,,,,,,,Forward,,,,,30.73,,,No,,,,,,,,,
Qu et al.,https://www.sciencedirect.com/science/article/pii/S1385894725048028#f0030,Amine salt additive - control,01/07/2025,2025,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,Not clear,,,,,,,,,,,,,,Not clear,Not clear,Not clear,,,,,,,,p-i-n,,,,,,1.07,SnO2,,,IZO,not clear,not clear,,,,,,,Reverse,,,,,29.81,,,No,,,,,,,,,
Qu et al.,https://www.sciencedirect.com/science/article/pii/S1385894725048028#f0030,Amine salt additive - control,01/07/2025,2025,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,Not clear,,,,,,,,,,,,,,Not clear,Not clear,Not clear,,,,,,,,p-i-n,,,,,,1.07,SnO2,,,IZO,not clear,not clear,,,,,,,Forward,,,,,27.04,,,No,,,,,,,,,
Qu et al.,https://www.sciencedirect.com/science/article/pii/S1385894725048028#f0030,Amine salt additive,01/07/2025,2025,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,Not clear,,,,,,,,,,,,,,Not clear,Not clear,Not clear,,,,,,,,p-i-n,,,,,,20.06,SnO2,,,IZO,not clear,not clear,,,,,,,Reverse,,,,,25.91,,,No,,,,,,,,,
Qu et al.,https://www.sciencedirect.com/science/article/pii/S1385894725048028#f0030,Amine salt additive,01/07/2025,2025,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,Not clear,,,,,,,,,,,,,,Not clear,Not clear,Not clear,,,,,,,,p-i-n,,,,,,20.06,SnO2,,,IZO,not clear,not clear,,,,,,,Forward,,,,,24.96,,,No,,,,,,,,,
Qu et al.,https://www.sciencedirect.com/science/article/pii/S1385894725048028#f0030,Amine salt additive - control,01/07/2025,2025,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,Not clear,,,,,,,,,,,,,,Not clear,Not clear,Not clear,,,,,,,,p-i-n,,,,,,20.06,SnO2,,,IZO,not clear,not clear,,,,,,,Reverse,,,,,23.01,,,No,,,,,,,,,
Qu et al.,https://www.sciencedirect.com/science/article/pii/S1385894725048028#f0030,Amine salt additive - control,01/07/2025,2025,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,Not clear,,,,,,,,,,,,,,Not clear,Not clear,Not clear,,,,,,,,p-i-n,,,,,,20.06,SnO2,,,IZO,not clear,not clear,,,,,,,Forward,,,,,21.68,,,No,,,,,,,,,
Sun et al.,https://www.nature.com/articles/s41467-025-61081-w,Flexible pvk/si tandem. FAI/FABr,01/07/2025,2025,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,20,,,,,,,,,,,,,,Ag,ITO/Ag,80,,,,,,,,p-i-n,,,,,,1.04,SnO2,,,IZO,120,120,,,,,,,Reverse,,,,,29.15,,,No,,,,,,,,,
Sun et al.,https://www.nature.com/articles/s41467-025-61081-w,Flexible pvk/si tandem. FAI/FABr,01/07/2025,2025,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,20,,,,,,,,,,,,,,Ag,ITO/Ag,80,,,,,,,,p-i-n,,,,,,1.04,SnO2,,,IZO,120,120,,,,,,,Forward,,,,,28.36,,,No,,,,,,,,,
Sun et al.,https://www.nature.com/articles/s41467-025-61081-w,Flexible pvk/si tandem. FAI/FABr,01/07/2025,2025,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,20,,,,,,,,,,,,,,Ag,ITO/Ag,80,,,,,,,,p-i-n,,,,,,1.04,SnO2,,,IZO,120,120,,,,,,,Not clear,,,,,29.83,,,No,,,,,,,,,
Sun et al.,https://www.nature.com/articles/s41467-025-61081-w,Flexible pvk/si tandem. FAI/FABr,01/07/2025,2025,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,20,,,,,,,,,,,,,,Ag,ITO/Ag,80,,,,,,,,p-i-n,,,,,,1.04,SnO2,,,IZO,120,120,,,,,,,Tracking,,,,,29.2,,,No,,,,,,,,,
Sun et al.,https://www.nature.com/articles/s41467-025-61081-w,Flexible pvk/si tandem. FAI/FABr,01/07/2025,2025,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,20,,,,,,,,,,,,,,Ag,ITO/Ag,80,,,,,,,,p-i-n,,,,,,1.04,SnO2,,,IZO,120,120,,,,,,,Reverse,,,,,29.88,,,Yes,,,,,,,,,
Sun et al.,https://www.nature.com/articles/s41467-025-61081-w,Flexible pvk/si tandem. FAI/FABr,01/07/2025,2025,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,20,,,,,,,,,,,,,,Ag,ITO/Ag,80,,,,,,,,p-i-n,,,,,,1.04,SnO2,,,IZO,120,120,,,,,,,Forward,,,,,29.04,,,Yes,,,,,,,,,
Sun et al.,https://www.nature.com/articles/s41467-025-61081-w,Flexible pvk/si tandem. FAI/FABr,01/07/2025,2025,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,20,,,,,,,,,,,,,,Ag,ITO/Ag,80,,,,,,,,p-i-n,,,,,,1.04,SnO2,,,IZO,120,120,,,,,,,Reverse,,,,,29.63,,,Yes,,,,,,,,,
Sun et al.,https://www.nature.com/articles/s41467-025-61081-w,Flexible pvk/si tandem. FAI/FABr,01/07/2025,2025,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,20,,,,,,,,,,,,,,Ag,ITO/Ag,80,,,,,,,,p-i-n,,,,,,1.04,SnO2,,,IZO,120,120,,,,,,,Forward,,,,,28.94,,,Yes,,,,,,,,,
Sun et al.,https://www.nature.com/articles/s41467-025-61081-w,Flexible pvk/si tandem. FAI/FABr,01/07/2025,2025,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,20,,,,,,,,,,,,,,Ag,ITO/Ag,80,,,,,,,,p-i-n,,,,,,1.04,SnO2,,,IZO,120,120,,,,,,,Tracking,,,,,29.2,,,Yes,,,,,,,,,
Sun et al.,https://www.nature.com/articles/s41467-025-61081-w,Flexible pvk/si tandem. FAI/FABr,01/07/2025,2025,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,20,,,,,,,,,,,,,,Ag,ITO/Ag,80,,,,,,,,p-i-n,,,,,,1.04,SnO2,,,IZO,120,120,,,,,,,Not clear,,,,,26.25,,,No,,,,,,,,,
Sun et al.,https://www.nature.com/articles/s41467-025-61081-w,Flexible pvk/si tandem. FAI/FABr,01/07/2025,2025,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,20,,,,,,,,,,,,,,Ag,ITO/Ag,80,,,,,,,,p-i-n,,,,,,1.04,SnO2,,,IZO,120,120,,,,,,,Not clear,,,,,27.2,,,No,,,,,,,,,
Sun et al.,https://www.nature.com/articles/s41467-025-61081-w,Flexible pvk/si tandem. FAI/FABr,01/07/2025,2025,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,20,,,,,,,,,,,,,,Ag,ITO/Ag,80,,,,,,,,p-i-n,,,,,,1.04,SnO2,,,IZO,120,120,,,,,,,Not clear,,,,,27.62,,,No,,,,,,,,,
Sun et al.,https://www.nature.com/articles/s41467-025-61081-w,Flexible pvk/si tandem. FAI/FABr,01/07/2025,2025,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,20,,,,,,,,,,,,,,Ag,ITO/Ag,80,,,,,,,,p-i-n,,,,,,1.04,SnO2,,,IZO,120,120,,,,,,,Tracking,,,,,30.36,,,No,,,,,,,,,
Sun et al.,https://www.nature.com/articles/s41467-025-61081-w,Flexible pvk/si tandem. FAI/FABr,01/07/2025,2025,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,20,,,,,,,,,,,,,,Ag,ITO/Ag,80,,,,,,,,p-i-n,,,,,,1.04,SnO2,,,IZO,120,120,,,,,,,Tracking,,,,,31.04,,,No,,,,,,,,,
Sun et al.,https://www.nature.com/articles/s41467-025-61081-w,"Flexible pvk/si tandem. Control, FAI/MABr",01/07/2025,2025,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,20,,,,,,,,,,,,,,Ag,ITO/Ag,80,,,,,,,,p-i-n,,,,,,1.04,SnO2,,,IZO,120,120,,,,,,,Reverse,,,,,27.45,,,No,,,,,,,,,
Sun et al.,https://www.nature.com/articles/s41467-025-61081-w,"Flexible pvk/si tandem. Control, FAI/MABr",01/07/2025,2025,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,20,,,,,,,,,,,,,,Ag,ITO/Ag,80,,,,,,,,p-i-n,,,,,,1.04,SnO2,,,IZO,120,120,,,,,,,Forward,,,,,26.97,,,No,,,,,,,,,
Li et al.,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202509202?af=R,NCNT additive,02/07/2025,2025,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,20,,,,,,,,,,,,,,Ag,ITO/Ag,70,,,,,,,,p-i-n,,,,,,0.945,SnO2,,,IZO,65,65,,,,,,,Reverse,,,,,32,,,No,,,,,,,,,
Li et al.,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202509202?af=R,NCNT additive,02/07/2025,2025,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,20,,,,,,,,,,,,,,Ag,ITO/Ag,70,,,,,,,,p-i-n,,,,,,0.945,SnO2,,,IZO,65,65,,,,,,,Forward,,,,,31.5,,,No,,,,,,,,,
Li et al.,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202509202?af=R,NCNT additive,02/07/2025,2025,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,20,,,,,,,,,,,,,,Ag,ITO/Ag,70,,,,,,,,p-i-n,,,,,,0.945,SnO2,,,IZO,65,65,,,,,,,Tracking,,,,,32,,,No,,,,,,,,,
Li et al.,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202509202?af=R,NCNT additive. Control no additive,02/07/2025,2025,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,20,,,,,,,,,,,,,,Ag,ITO/Ag,70,,,,,,,,p-i-n,,,,,,0.945,SnO2,,,IZO,65,65,,,,,,,Reverse,,,,,30.3,,,No,,,,,,,,,
Li et al.,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202509202?af=R,NCNT additive. Control no additive,02/07/2025,2025,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,20,,,,,,,,,,,,,,Ag,ITO/Ag,70,,,,,,,,p-i-n,,,,,,0.945,SnO2,,,IZO,65,65,,,,,,,Forward,,,,,29.6,,,No,,,,,,,,,
Li et al.,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202509202?af=R,NCNT additive,02/07/2025,2025,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,20,,,,,,,,,,,,,,Ag,ITO/Ag,70,,,,,,,,p-i-n,,,,,,0.9471,SnO2,,,IZO,65,65,,,,,,,Not clear,,,,,31.7,,,Yes,,,,,,,,,
Li et al.,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202509202?af=R,NCNT additive,02/07/2025,2025,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,20,,,,,,,,,,,,,,Ag,ITO/Ag,70,,,,,,,,p-i-n,,,,,,0.9471,SnO2,,,IZO,65,65,,,,,,,Not clear,,,,,31.31,,,Yes,,,,,,,,,
Li et al.,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202509202?af=R,NCNT additive,02/07/2025,2025,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,20,,,,,,,,,,,,,,Ag,ITO/Ag,70,,,,,,,,p-i-n,,,,,,0.9471,SnO2,,,IZO,65,65,,,,,,,Not clear,,,,,30.98,,,Yes,,,,,,,,,
Wei et al.,https://advanced.onlinelibrary.wiley.com/doi/10.1002/aenm.202502696?af=R,ETPTA additive. 0.2%,02/07/2025,2025,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,15,,,,,,,,,,,,,,Ag,ITO/Ag,80,,,,,,,,p-i-n,,,,,,1,SnO2,,,IZO,85,85,,,,,,,Not clear,,,,,32.57,,,No,,,,,,,,,
Wei et al.,https://advanced.onlinelibrary.wiley.com/doi/10.1002/aenm.202502696?af=R,ETPTA additive. 0.2%,02/07/2025,2025,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,15,,,,,,,,,,,,,,Ag,ITO/Ag,80,,,,,,,,p-i-n,,,,,,1,SnO2,,,IZO,85,85,,,,,,,Tracking,,,,,32.4,,,No,,,,,,,,,
Wei et al.,https://advanced.onlinelibrary.wiley.com/doi/10.1002/aenm.202502696?af=R,ETPTA additive. 0.1%,02/07/2025,2025,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,15,,,,,,,,,,,,,,Ag,ITO/Ag,80,,,,,,,,p-i-n,,,,,,1,SnO2,,,IZO,85,85,,,,,,,Not clear,,,,,32.02,,,No,,,,,,,,,
Wei et al.,https://advanced.onlinelibrary.wiley.com/doi/10.1002/aenm.202502696?af=R,ETPTA additive. 0.3%,02/07/2025,2025,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,15,,,,,,,,,,,,,,Ag,ITO/Ag,80,,,,,,,,p-i-n,,,,,,1,SnO2,,,IZO,85,85,,,,,,,Not clear,,,,,32.21,,,No,,,,,,,,,
Wei et al.,https://advanced.onlinelibrary.wiley.com/doi/10.1002/aenm.202502696?af=R,ETPTA additive. 0.2%,02/07/2025,2025,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,15,,,,,,,,,,,,,,Ag,ITO/Ag,80,,,,,,,,p-i-n,,,,,,0.9793,SnO2,,,IZO,85,85,,,,,,,Reverse,,,,,32.41,,,Yes,,,,,,,,,
Wei et al.,https://advanced.onlinelibrary.wiley.com/doi/10.1002/aenm.202502696?af=R,ETPTA additive. 0.2%,02/07/2025,2025,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,15,,,,,,,,,,,,,,Ag,ITO/Ag,80,,,,,,,,p-i-n,,,,,,0.9793,SnO2,,,IZO,85,85,,,,,,,Forward,,,,,30.99,,,Yes,,,,,,,,,
Wei et al.,https://advanced.onlinelibrary.wiley.com/doi/10.1002/aenm.202502696?af=R,ETPTA additive. Control no additive,02/07/2025,2025,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,15,,,,,,,,,,,,,,Ag,ITO/Ag,80,,,,,,,,p-i-n,,,,,,1,SnO2,,,IZO,85,85,,,,,,,Not clear,,,,,30.38,,,No,,,,,,,,,
Wei et al.,https://advanced.onlinelibrary.wiley.com/doi/10.1002/aenm.202502696?af=R,ETPTA additive. Control no additive,02/07/2025,2025,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,15,,,,,,,,,,,,,,Ag,ITO/Ag,80,,,,,,,,p-i-n,,,,,,1,SnO2,,,IZO,85,85,,,,,,,Tracking,,,,,30.33,,,No,,,,,,,,,
Jia et al.,https://www.nature.com/articles/s41586-025-09333-z?s=09,Record PCE reported.,07/07/2025,2025,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,IZO,10,,,,,,,,,,,,,,Ag,ITO/Ag,100,,,,,,,,p-i-n,,,,,,1.004,SnO2,,,IZO,not clear,not clear,,,,,,,Not clear,,,,,34.58,,,Yes,,,,,,,,,
Jia et al.,https://www.nature.com/articles/s41586-025-09333-z?s=09,"Record PCE reported. ""HTL201""",07/07/2025,2025,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,IZO,10,,,,,,,,,,,,,,Ag,ITO/Ag,100,,,,,,,,p-i-n,,,,,,1.004,SnO2,,,IZO,not clear,not clear,,,,,,,Reverse,,,,,34.45,,,No,,,,,,,,,
Jia et al.,https://www.nature.com/articles/s41586-025-09333-z?s=09,"Record PCE reported. ""HTL201""",07/07/2025,2025,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,IZO,10,,,,,,,,,,,,,,Ag,ITO/Ag,100,,,,,,,,p-i-n,,,,,,1.004,SnO2,,,IZO,not clear,not clear,,,,,,,Forward,,,,,34.6,,,No,,,,,,,,,
