Author,Reference,Highlight,Publishing date,Year,Cell,Wafer doping,Wafer type,Wafer initial surface,Resitivity,Thickness,Junction location,Rear texture,Front texture,Protection layer,Texturing process,Protection layer removal,Cleaning,Emitter type,Sheet resistance,Emitter process,BSF Sheet resistance,BSF type,BSF process,Annealing temperature ©,Annealing time (min),Passivation front,Passivation front process,interconnection,Inter-layer,Inter-layer thicknes,Inter-layer process,Inter-layer process temperature,Annealing temperature ©,Annealing time (min),Clean before perovskite,Photolithography,Oxidation time,Oxidation temperature,Surface removal,Surface removal process,Rear passivation,Rear local contact,Rear passivation process,Rear metal,Rear electrode,Rear TCO thickness,Rear metal thickness,Rear metal order,Rear metal process,Annealing temperature,Annealing time,Surface removal,Surface removal process,Perovskite polarity,ETL,HTL,Cell isolation,Substrate area,Cell area,Cell active area,Buffer layer,Front electrode,Front metal,Front TCO,Front TCO thickness,Total front TCO thickness,Front TCO process,Front metal thickness [nm],Grid,Finger width [um],Finger spacing [mm],Front metal process,Scan direction,Bandgap,Voc tandem,Jsc tandem,FF tandem,n tandem,Jsc silicon,Jsc perovskite,Certified,Stability conditions,Stability result,Damp heat,Voc silicon,FF silicon,n silicon,Jsc silicon cell,Obs,
Wang et al.,https://onlinelibrary.wiley.com/doi/abs/10.1002/adma.202201315,Strain modulation in n-i-p perovskite/silicon tandems,18/04/2022,2022,heterojunction,n-type,FZ,DSP,1 - 5,280,Front,Textured,Planar,SiO2 - PECVD,alkaline,HF dip,Ozone + HF dip,a-Si:H(p),Not clear,PECVD,Not clear,a-Si:H(n),PECVD,,,a-Si:H(i),PECVD,recombination,ITO,10,sputtering,Not clear,,,Not clear,,,,,,a-Si:H(i),No,PECVD,Au,ITO/Au,70,150,After,evaporation,None,None,,,n-i-p,SnO2,Spiro-OMeTAD+PTAA,Laser,4,Not clear,0.16,MoOx,ITO/Au,Au,ITO,100,100,sputtering,150,Not clear,Not clear,Not clear,evaporation,Reverse,1.65,1850,18.04,80.76,26.95,17.56,17.47,No,1-sun equivalent LED in N2 ambient,80.5% initial PCE after 300 hours,,,,,,,
Wang et al.,https://onlinelibrary.wiley.com/doi/abs/10.1002/adma.202201315,Strain modulation in n-i-p perovskite/silicon tandems,18/04/2022,2022,heterojunction,n-type,FZ,DSP,1 - 5,280,Front,Textured,Planar,SiO2 - PECVD,alkaline,HF dip,Ozone + HF dip,a-Si:H(p),Not clear,PECVD,Not clear,a-Si:H(n),PECVD,,,a-Si:H(i),PECVD,recombination,ITO,10,sputtering,Not clear,,,Not clear,,,,,,a-Si:H(i),No,PECVD,Au,ITO/Au,70,150,After,evaporation,None,None,,,n-i-p,SnO2,Spiro-OMeTAD+PTAA,Laser,4,Not clear,0.16,MoOx,ITO/Au,Au,ITO,100,100,sputtering,150,Not clear,Not clear,Not clear,evaporation,Forward,1.65,1820,17.91,79.8,26.01,17.56,17.47,No,1-sun equivalent LED in N2 ambient,80.5% initial PCE after 300 hours,,,,,,,
Wang et al.,https://onlinelibrary.wiley.com/doi/abs/10.1002/adma.202201315,Strain modulation in n-i-p perovskite/silicon tandems,18/04/2022,2022,heterojunction,n-type,FZ,DSP,1 - 5,280,Front,Textured,Planar,SiO2 - PECVD,alkaline,HF dip,Ozone + HF dip,a-Si:H(p),Not clear,PECVD,Not clear,a-Si:H(n),PECVD,,,a-Si:H(i),PECVD,recombination,ITO,10,sputtering,Not clear,,,Not clear,,,,,,a-Si:H(i),No,PECVD,Au,ITO/Au,70,150,After,evaporation,None,None,,,n-i-p,SnO2,Spiro-OMeTAD+PTAA,Laser,4,Not clear,0.16,MoOx,ITO/Au,Au,ITO,100,100,sputtering,150,Not clear,Not clear,Not clear,evaporation,Tracking,1.65,26,,,,17.56,17.47,No,1-sun equivalent LED in N2 ambient,80.5% initial PCE after 300 hours,,,,,,,
Liu et al.,https://www.science.org/doi/full/10.1126/science.abn8910,Perovskite/silicon front contact displacement by MgFx,23/06/2022,2022,heterojunction,n-type,FZ,Not clear,Not clear,260 - 280,Rear,Textured,Textured,,alkaline,,RCA + HF dip,a-Si:H(p),Not clear,PECVD,Not clear,a-Si:H(n),PECVD,,,a-Si:H(i),PECVD,recombination,IZO,15,sputtering,Not clear,200,10,UV-Ozone,,,,,,a-Si:H(i),No,PECVD,Ag,ITO/Ag,150,250,Before,Sputtering,None,None,,,p-i-n,C60/MgFx,2PACz,Laser,4.84,1.21,1,SnO2,IZO/Ag,Ag,IZO,70,70,sputtering,500,Yes,Not clear,Not clear,evaporation,Reverse,,1920,19.8,80.7,30.5,19.77,19.95,No,"Standard AM 1.5G illumination, in air without encapsulation.",>  99% initial PCE after 260 min,95.4% initial PCE after > 1000 hours,,,,,,
Liu et al.,https://www.science.org/doi/full/10.1126/science.abn8910,Perovskite/silicon front contact displacement by MgFx,23/06/2022,2022,heterojunction,n-type,FZ,Not clear,Not clear,260 - 280,Rear,Textured,Textured,,alkaline,,RCA + HF dip,a-Si:H(p),Not clear,PECVD,Not clear,a-Si:H(n),PECVD,,,a-Si:H(i),PECVD,recombination,IZO,15,sputtering,Not clear,200,10,UV-Ozone,,,,,,a-Si:H(i),No,PECVD,Ag,ITO/Ag,150,250,Before,Sputtering,None,None,,,p-i-n,C60/MgFx,2PACz,Laser,4.84,1.21,1,SnO2,IZO/Ag,Ag,IZO,70,70,sputtering,500,Yes,Not clear,Not clear,evaporation,Tracking,,,,,29.3,19.77,19.95,No,"Standard AM 1.5G illumination, in air without encapsulation.",>  99% initial PCE after 260 min,95.4% initial PCE after > 1000 hours,,,,,,
Liu et al.,https://www.science.org/doi/full/10.1126/science.abn8910,Perovskite/silicon front contact displacement by MgFx,23/06/2022,2022,heterojunction,n-type,FZ,Not clear,Not clear,260 - 280,Rear,Textured,Textured,,alkaline,,RCA + HF dip,a-Si:H(p),Not clear,PECVD,Not clear,a-Si:H(n),PECVD,,,a-Si:H(i),PECVD,recombination,IZO,15,sputtering,Not clear,200,10,UV-Ozone,,,,,,a-Si:H(i),No,PECVD,Ag,ITO/Ag,150,250,Before,Sputtering,None,None,,,p-i-n,C60/MgFx,2PACz,Laser,4.84,1.21,1,SnO2,IZO/Ag,Ag,IZO,70,70,sputtering,500,Yes,Not clear,Not clear,evaporation,Reverse,,1910,19.8,77.6,29.4,19.77,19.95,Yes,"Standard AM 1.5G illumination, in air without encapsulation.",>  99% initial PCE after 260 min,95.4% initial PCE after > 1000 hours,,,,,,
Liu et al.,https://www.science.org/doi/full/10.1126/science.abn8910,Perovskite/silicon front contact displacement by MgFx,23/06/2022,2022,heterojunction,n-type,FZ,Not clear,Not clear,260 - 280,Rear,Textured,Textured,,alkaline,,RCA + HF dip,a-Si:H(p),Not clear,PECVD,Not clear,a-Si:H(n),PECVD,,,a-Si:H(i),PECVD,recombination,IZO,15,sputtering,Not clear,200,10,UV-Ozone,,,,,,a-Si:H(i),No,PECVD,Ag,ITO/Ag,150,250,Before,Sputtering,None,None,,,p-i-n,C60/MgFx,2PACz,Laser,4.84,1.21,1,SnO2,IZO/Ag,Ag,IZO,70,70,sputtering,500,Yes,Not clear,Not clear,evaporation,Tracking,,,,,29.3,19.77,19.95,Yes,"Standard AM 1.5G illumination, in air without encapsulation.",>  99% initial PCE after 260 min,95.4% initial PCE after > 1000 hours,,,,,,
Yang et al.,https://www.nature.com/articles/s41566-022-01033-8,1-um-thick wide -bandgap perovskite on nano-textured silicon heterojunction cell,18/07/2022,2022,heterojunction,n-type,Cz,Textured,Not clear,180,Rear,Textured,Textured,None,alkaline,None,Piranha etch + RCA-B + BOE,a-Si:H(p),Not clear,PECVD,Not clear,a-Si:H(n),PECVD,,,a-Si:H(i),PECVD,recombination,ITO,20,sputtering,Not clear,,,Not clear,,,,,,a-Si:H(i),Yes,PECVD,Ag,ITO/Silica/Ag,70,200,Before,Sputtering,200,20,,,p-i-n,C60,PTAA/LiF,Not clear,Not clear,1.1025,1,SnO2,ITO/Ag,Ag,ITO,60,60,sputtering,500,Yes,Not clear,Not clear,evaporation,Forward,1.65,1920,19.94,78.4,28.52,18.98,19.28,No,Maximum power point tracking. Encapsulated.,93% initial PCE after 550h,,,,,,,
Yang et al.,https://www.nature.com/articles/s41566-022-01033-8,1-um-thick wide -bandgap perovskite on nano-textured silicon heterojunction cell,18/07/2022,2022,heterojunction,n-type,Cz,Textured,Not clear,180,Rear,Textured,Textured,None,alkaline,None,Piranha etch + RCA-B + BOE,a-Si:H(p),Not clear,PECVD,Not clear,a-Si:H(n),PECVD,,,a-Si:H(i),PECVD,recombination,ITO,20,sputtering,Not clear,,,Not clear,,,,,,a-Si:H(i),Yes,PECVD,Ag,ITO/Silica/Ag,70,200,Before,Sputtering,200,20,,,p-i-n,C60,PTAA/LiF,Not clear,Not clear,1.1025,1,SnO2,ITO/Ag,Ag,ITO,60,60,sputtering,500,Yes,Not clear,Not clear,evaporation,Reverse,1.65,1920,19.95,78.5,28.56,18.98,19.28,No,Maximum power point tracking. Encapsulated.,93% initial PCE after 550h,,,,,,,
Yang et al.,https://www.nature.com/articles/s41566-022-01033-8,1-um-thick wide -bandgap perovskite on nano-textured silicon heterojunction cell,18/07/2022,2022,heterojunction,n-type,Cz,Textured,Not clear,180,Rear,Textured,Textured,None,alkaline,None,Piranha etch + RCA-B + BOE,a-Si:H(p),Not clear,PECVD,Not clear,a-Si:H(n),PECVD,,,a-Si:H(i),PECVD,recombination,ITO,20,sputtering,Not clear,,,Not clear,,,,,,a-Si:H(i),Yes,PECVD,Ag,ITO/Silica/Ag,70,200,Before,Sputtering,200,20,,,p-i-n,C60,PTAA/LiF,Not clear,Not clear,1.1025,1,SnO2,ITO/Ag,Ag,ITO,60,60,sputtering,500,Yes,Not clear,Not clear,evaporation,Tracking,1.65,,,,28.5,18.98,19.28,No,Maximum power point tracking. Encapsulated.,93% initial PCE after 550h,,,,,,,
Luo et al.,https://onlinelibrary.wiley.com/doi/full/10.1002/adma.202207883,"Defect-engineerng to improve film crystallinity, reducing trap densitiy for conformal deposition in textured silicon substrates",04/01/2023,2023,heterojunction,n-type,Cz,Textured,1 - 5,260,Rear,Textured,Textured,None,Not clear,None,Not clear,a-Si:H(p),Not clear,PECVD,Not clear,a-Si:H(n),PECVD,,,a-Si:H(i),PECVD,recombination,ITO,20,sputtering,Not clear,,,Not clear,,,,,,a-Si:H(i),No,PECVD,Ag,ITO/Ag,80,150,Before,evaporation,200,10,,,p-i-n,C60,NiOx/2PACz + MeO-2PACz,Laser,6.25,1.05,1.05,SnO2,IZO/Ag,Ag,IZO,80,80,sputtering,100,Yes,Not clear,Not clear,evaporation,Reverse,1.68,1850,19.8,78.9,28.9,20.1,20.1,No,1-sun equivalent in ambient air with 30-40% relative humidity.,> 90% initial PCE after 1000h and > 80% initial PCE after 2000h,,,,,,,
Luo et al.,https://onlinelibrary.wiley.com/doi/full/10.1002/adma.202207883,"Defect-engineerng to improve film crystallinity, reducing trap densitiy for conformal deposition in textured silicon substrates",04/01/2023,2023,heterojunction,n-type,Cz,Textured,1 - 5,260,Rear,Textured,Textured,None,Not clear,None,Not clear,a-Si:H(p),Not clear,PECVD,Not clear,a-Si:H(n),PECVD,,,a-Si:H(i),PECVD,recombination,ITO,20,sputtering,Not clear,,,Not clear,,,,,,a-Si:H(i),No,PECVD,Ag,ITO/Ag,80,150,Before,evaporation,200,10,,,p-i-n,C60,NiOx/2PACz + MeO-2PACz,Laser,6.25,1.05,1.05,SnO2,IZO/Ag,Ag,IZO,80,80,sputtering,100,Yes,Not clear,Not clear,evaporation,Forward,1.68,,,,28.6,20.1,20.1,No,1-sun equivalent in ambient air with 30-40% relative humidity.,> 90% initial PCE after 1000h and > 80% initial PCE after 2000h,,,,,,,
Luo et al.,https://onlinelibrary.wiley.com/doi/full/10.1002/adma.202207883,"Defect-engineerng to improve film crystallinity, reducing trap densitiy for conformal deposition in textured silicon substrates",04/01/2023,2023,heterojunction,n-type,Cz,Textured,1 - 5,260,Rear,Textured,Textured,None,Not clear,None,Not clear,a-Si:H(p),Not clear,PECVD,Not clear,a-Si:H(n),PECVD,,,a-Si:H(i),PECVD,recombination,ITO,20,sputtering,Not clear,,,Not clear,,,,,,a-Si:H(i),No,PECVD,Ag,ITO/Ag,80,150,Before,evaporation,200,10,,,p-i-n,C60,NiOx/2PACz + MeO-2PACz,Laser,6.25,1.05,1.05,SnO2,IZO/Ag,Ag,IZO,80,80,sputtering,100,Yes,Not clear,Not clear,evaporation,Tracking,1.68,,,,28.6,20.1,20.1,No,1-sun equivalent in ambient air with 30-40% relative humidity.,> 90% initial PCE after 1000h and > 80% initial PCE after 2000h,,,,,,,
Luo et al.,https://onlinelibrary.wiley.com/doi/full/10.1002/adma.202207883,"Defect-engineerng to improve film crystallinity, reducing trap densitiy for conformal deposition in textured silicon substrates",04/01/2023,2023,heterojunction,n-type,Cz,Textured,1 - 5,260,Rear,Textured,Textured,None,Not clear,None,Not clear,a-Si:H(p),Not clear,PECVD,Not clear,a-Si:H(n),PECVD,,,a-Si:H(i),PECVD,recombination,ITO,20,sputtering,Not clear,,,Not clear,,,,,,a-Si:H(i),No,PECVD,Ag,ITO/Ag,80,150,Before,evaporation,200,10,,,p-i-n,C60,NiOx/2PACz + MeO-2PACz,Laser,6.25,1.05,1.05,SnO2,IZO/Ag,Ag,IZO,80,80,sputtering,100,Yes,Not clear,Not clear,evaporation,Tracking,1.68,,,,27.87,,,Yes,,,,,,,,,
Luo et al.,https://onlinelibrary.wiley.com/doi/full/10.1002/adma.202207883,"Defect-engineerng to improve film crystallinity, reducing trap densitiy for conformal deposition in textured silicon substrates",04/01/2023,2023,heterojunction,n-type,Cz,Textured,1 - 5,260,Rear,Textured,Textured,None,Not clear,None,Not clear,a-Si:H(p),Not clear,PECVD,Not clear,a-Si:H(n),PECVD,,,a-Si:H(i),PECVD,recombination,ITO,20,sputtering,Not clear,,,Not clear,,,,,,a-Si:H(i),No,PECVD,Ag,ITO/Ag,80,150,Before,evaporation,200,10,,,p-i-n,C60,NiOx/2PACz + MeO-2PACz,Laser,36,16,16,SnO2,IZO/Ag,Ag,IZO,80,80,sputtering,100,Yes,Not clear,Not clear,evaporation,Reverse,1.68,1790,18.5,75.7,25.1,,,No,,,,,,,,,
Luo et al.,https://onlinelibrary.wiley.com/doi/full/10.1002/adma.202207883,"Defect-engineerng to improve film crystallinity, reducing trap densitiy for conformal deposition in textured silicon substrates",04/01/2023,2023,heterojunction,n-type,Cz,Textured,1 - 5,260,Rear,Textured,Textured,None,Not clear,None,Not clear,a-Si:H(p),Not clear,PECVD,Not clear,a-Si:H(n),PECVD,,,a-Si:H(i),PECVD,recombination,ITO,20,sputtering,Not clear,,,Not clear,,,,,,a-Si:H(i),No,PECVD,Ag,ITO/Ag,80,150,Before,evaporation,200,10,,,p-i-n,C60,NiOx/2PACz + MeO-2PACz,Laser,36,16,16,SnO2,IZO/Ag,Ag,IZO,80,80,sputtering,100,Yes,Not clear,Not clear,evaporation,Tracking,1.68,,,,24.7,,,No,,,,,,,,,
Kamino et al.,https://pubs.acs.org/doi/10.1021/acsaem.9b00502,First low-temperature screen-printed metallization,29/04/2019,2019,SHJ,n-type,FZ,Not clear,3,240,Rear,Textured,Planar,Not clear,KOH,No,Not clear,a-Si:H(p),Not clear,PECVD,Not clear,a-Si:H(n),PECVD,,,a-Si:H(i),PECVD,recombination,ITO,10,sputtering,Not clear,None,None,Not clear,,,,,,a-Si:H(i),No,PECVD,Ag,ITO/Ag,Not clear,Not clear,Before,Sputtering,200,20,,,p-i-n,C60,NiOx,Not clear,6.25,1.43,1.43,SnO2,ITO/Ag,Ag,ITO,65,65,sputtering,130,Yes,100,4,evaporation,Reverse - ARF,1.63,1735,18.53,75,24.5,18.63,19.77,No,,,,,,,,,
Kamino et al.,https://pubs.acs.org/doi/10.1021/acsaem.9b00502,First low-temperature screen-printed metallization,29/04/2019,2019,SHJ,n-type,FZ,Not clear,3,240,Rear,Textured,Planar,Not clear,KOH,No,Not clear,a-Si:H(p),Not clear,PECVD,Not clear,a-Si:H(n),PECVD,,,a-Si:H(i),PECVD,recombination,ITO,10,sputtering,Not clear,None,None,Not clear,,,,,,a-Si:H(i),No,PECVD,Ag,ITO/Ag,Not clear,Not clear,Before,Sputtering,200,20,,,p-i-n,C60,NiOx,Not clear,6.25,1.43,1.43,SnO2,ITO/Ag,Ag,ITO,65,65,sputtering,130,Yes,100,4,evaporation,Forward - ARF,1.63,1735,18.53,75,24.5,18.63,19.77,No,,,,,,,,,
Kamino et al.,https://pubs.acs.org/doi/10.1021/acsaem.9b00502,First low-temperature screen-printed metallization,29/04/2019,2019,SHJ,n-type,FZ,Not clear,3,240,Rear,Textured,Planar,Not clear,KOH,No,Not clear,a-Si:H(p),Not clear,PECVD,Not clear,a-Si:H(n),PECVD,,,a-Si:H(i),PECVD,recombination,ITO,10,sputtering,Not clear,None,None,Not clear,,,,,,a-Si:H(i),No,PECVD,Ag,ITO/Ag,Not clear,Not clear,Before,Sputtering,200,20,,,p-i-n,C60,NiOx,Not clear,6.25,1.43,1.43,SnO2,ITO/Ag,Ag,ITO,65,65,sputtering,130,Yes,100,4,evaporation,Tracking - ARF,1.63,,,,24,18.63,19.77,No,,,,,,,,,
Kamino et al.,https://pubs.acs.org/doi/10.1021/acsaem.9b00502,First low-temperature screen-printed metallization,29/04/2019,2019,SHJ,n-type,FZ,Not clear,3,240,Rear,Textured,Planar,Not clear,KOH,No,Not clear,a-Si:H(p),Not clear,PECVD,Not clear,a-Si:H(n),PECVD,,,a-Si:H(i),PECVD,recombination,ITO,10,sputtering,Not clear,None,None,Not clear,,,,,,a-Si:H(i),No,PECVD,Ag,ITO/Ag,Not clear,Not clear,Before,Sputtering,200,20,,,p-i-n,C60,NiOx,Not clear,Not clear,57.4,57.4,SnO2,ITO/Ag,Ag,ITO,65,65,sputtering,24000,Yes,85,3.5,screen-printing,Reverse,1.63,1723,17.48,75,24,18.63,19.77,No,,,,,,,,,
Kamino et al.,https://pubs.acs.org/doi/10.1021/acsaem.9b00502,First low-temperature screen-printed metallization,29/04/2019,2019,SHJ,n-type,FZ,Not clear,3,240,Rear,Textured,Planar,Not clear,KOH,No,Not clear,a-Si:H(p),Not clear,PECVD,Not clear,a-Si:H(n),PECVD,,,a-Si:H(i),PECVD,recombination,ITO,10,sputtering,Not clear,None,None,Not clear,,,,,,a-Si:H(i),No,PECVD,Ag,ITO/Ag,Not clear,Not clear,Before,Sputtering,200,20,,,p-i-n,C60,NiOx,Not clear,Not clear,57.4,57.4,SnO2,ITO/Ag,Ag,ITO,65,65,sputtering,24000,Yes,85,3.5,screen-printing,Tracking,1.63,,,,22.6,18.63,19.77,No,,,,,,,,,
De Bastiani et al.,https://onlinelibrary.wiley.com/doi/10.1002/adfm.202205557,Study on the role of silicon surface texturing,09/12/2022,2022,SHJ,n-type,FZ,DSP,1 - 5,250-280,Rear,Textured,Textured,None,KOH,None,RCA + HF dip,a-Si:H(p),Not clear,PECVD,Not clear,nc-Si:H(n),PECVD,,,a-Si:H(i),PECVD,recombination,IZO,20,sputtering,Not clear,None,None,UV-Ozone,,,,,,a-Si:H(i),No,PECVD,Ag,ITO/Ag,110,250,Before,Sputtering,Not clear,Not clear,,,p-i-n,C60,2PACz,Not clear,Not clear,0.9767,0.9767,SnO2,IZO/Ag,Ag,IZO,100,100,sputtering,350,Not clear,Not clear,Not clear,evaporation,Forward - ARF,1.68,1844,19.7,76.5,27.8,19.73,20.15,No,,,,,,,,,
De Bastiani et al.,https://onlinelibrary.wiley.com/doi/10.1002/adfm.202205557,Study on the role of silicon surface texturing,09/12/2022,2022,SHJ,n-type,FZ,DSP,1 - 5,250-280,Rear,Textured,Textured,None,KOH,None,RCA + HF dip,a-Si:H(p),Not clear,PECVD,Not clear,nc-Si:H(n),PECVD,,,a-Si:H(i),PECVD,recombination,IZO,20,sputtering,Not clear,None,None,UV-Ozone,,,,,,a-Si:H(i),No,PECVD,Ag,ITO/Ag,110,250,Before,Sputtering,Not clear,Not clear,,,p-i-n,C60,2PACz,Not clear,Not clear,0.9767,0.9767,SnO2,IZO/Ag,Ag,IZO,100,100,sputtering,350,Not clear,Not clear,Not clear,evaporation,Reverse - ARF,1.68,1850,19.7,77.9,28.4,19.73,20.15,No,,,,,,,,,
De Bastiani et al.,https://onlinelibrary.wiley.com/doi/10.1002/adfm.202205557,Study on the role of silicon surface texturing,09/12/2022,2022,SHJ,n-type,FZ,DSP,1 - 5,250-280,Rear,Textured,Textured,None,KOH,None,RCA + HF dip,a-Si:H(p),Not clear,PECVD,Not clear,nc-Si:H(n),PECVD,,,a-Si:H(i),PECVD,recombination,IZO,20,sputtering,Not clear,None,None,UV-Ozone,,,,,,a-Si:H(i),No,PECVD,Ag,ITO/Ag,110,250,Before,Sputtering,Not clear,Not clear,,,p-i-n,C60,2PACz,Not clear,Not clear,0.9767,0.9767,SnO2,IZO/Ag,Ag,IZO,100,100,sputtering,350,Not clear,Not clear,Not clear,evaporation,Tracking - ARF,1.68,,,,28.03,19.73,20.15,Yes,,,,,,,,,
Harter et al.,https://onlinelibrary.wiley.com/doi/10.1002/pip.3685,Double side nano-textured heterojunction study,21/02/2023,2023,SHJ,n-type,Cz,As cut,1.2,160,Rear,Textured,Textured,None,KOH,None,Not clear,a-Si:H(p),Not clear,PECVD,Not clear,nc-SiOx:H(n),PECVD,,,a-Si:H(i),PECVD,recombination,InOx,20,sputtering,Not clear,None,None,Not clear,,,,,,a-Si:H(i),No,PECVD,Ag,InOx/Ag,180,400,Before,Sputtering,Not clear,Not clear,,,p-i-n,LiF/C60,Me-4PACz,Not clear,Not clear,1,1,SnO2,IZO,Ag,IZO,100,100,sputtering,Not clear,Not clear,Not clear,Not clear,evaporation,Forward - ARF,1.68,1910,19,78.34,28.4,19,19.8,No,,,,,,,,,
Harter et al.,https://onlinelibrary.wiley.com/doi/10.1002/pip.3685,Double side nano-textured heterojunction study,21/02/2023,2023,SHJ,n-type,Cz,As cut,1.2,160,Rear,Textured,Textured,None,KOH,None,Not clear,a-Si:H(p),Not clear,PECVD,Not clear,nc-SiOx:H(n),PECVD,,,a-Si:H(i),PECVD,recombination,InOx,20,sputtering,Not clear,None,None,Not clear,,,,,,a-Si:H(i),No,PECVD,Ag,InOx/Ag,180,400,Before,Sputtering,Not clear,Not clear,,,p-i-n,LiF/C60,Me-4PACz,Not clear,Not clear,1,1,SnO2,IZO,Ag,IZO,100,100,sputtering,Not clear,Not clear,Not clear,Not clear,evaporation,Reverse - ARF,1.68,1910,19,78.34,28.4,19,19.8,No,,,,,,,,,
Harter et al.,https://onlinelibrary.wiley.com/doi/10.1002/pip.3685,Double side nano-textured heterojunction study,21/02/2023,2023,SHJ,n-type,FZ,DSP,Not clear,260,Rear,Textured,Textured,None,KOH,None,Not clear,a-Si:H(p),Not clear,PECVD,Not clear,nc-SiOx:H(n),PECVD,,,a-Si:H(i),PECVD,recombination,InOx,20,sputtering,Not clear,None,None,Not clear,,,,,,a-Si:H(i),No,PECVD,Ag,InOx/Ag,180,400,Before,Sputtering,Not clear,Not clear,,,p-i-n,LiF/C60,Me-4PACz,Not clear,Not clear,1,1,SnO2,IZO,Ag,IZO,100,100,sputtering,Not clear,Not clear,Not clear,Not clear,evaporation,Forward - ARF,1.68,1890,18.82,76.31,27.11,19.4,19.1,No,,,,,,,,,
Harter et al.,https://onlinelibrary.wiley.com/doi/10.1002/pip.3685,Double side nano-textured heterojunction study,21/02/2023,2023,SHJ,n-type,FZ,DSP,Not clear,260,Rear,Textured,Textured,None,KOH,None,Not clear,a-Si:H(p),Not clear,PECVD,Not clear,nc-SiOx:H(n),PECVD,,,a-Si:H(i),PECVD,recombination,InOx,20,sputtering,Not clear,None,None,Not clear,,,,,,a-Si:H(i),No,PECVD,Ag,InOx/Ag,180,400,Before,Sputtering,Not clear,Not clear,,,p-i-n,LiF/C60,Me-4PACz,Not clear,Not clear,1,1,SnO2,IZO,Ag,IZO,100,100,sputtering,Not clear,Not clear,Not clear,Not clear,evaporation,Forward - ARF,1.68,1890,18.82,76.31,27.11,19.4,19.1,No,,,,,,,,,
Oxford PV/Oxford/HZB,https://onlinelibrary.wiley.com/doi/full/10.1002/pip.3040,Record conversion efficiency at the time,01/04/2018,2018,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,,,,,,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,1.1,1.088,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Forward,Not clear,1793,19.02,73.8,25.2,Not clear,Not clear,Yes,,,,,,,,,
Oxford PV/Oxford/HZB,https://onlinelibrary.wiley.com/doi/full/10.1002/pip.3040,Record conversion efficiency at the time,01/04/2018,2018,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,,,,,,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,1.1,1.088,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Reverse,Not clear,1793,19.02,73.8,25.2,Not clear,Not clear,Yes,,,,,,,,,
Oxford PV,https://onlinelibrary.wiley.com/doi/10.1002/pip.3102,First to exceed silicon single junctio record at the time,01/06/2018,2018,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,,,,,,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,1.09,1.09,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Forward,Not clear,1813,19.99,75.4,27.3,Not clear,Not clear,Yes,,,,,,,,,
Oxford PV,https://onlinelibrary.wiley.com/doi/10.1002/pip.3102,First to exceed silicon single junctio record at the time,01/06/2018,2018,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,,,,,,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,1.09,1.09,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Reverse,Not clear,1813,19.99,75.4,27.3,Not clear,Not clear,Yes,,,,,,,,,
